searched_name,id,display_name,works_api_url,h_index,works_count,country_code
Rense Corten,https://openalex.org/A5114445218,Rense Corten,https://api.openalex.org/works?filter=author.id:A5114445218,1.0,2.0,
Renu Singh,https://openalex.org/A5079777523,Renu Singh,https://api.openalex.org/works?filter=author.id:A5079777523,6.0,19.0,GB
Rezvaneh Rezapour,https://openalex.org/A5114414700,Rezvaneh Rezapour,https://api.openalex.org/works?filter=author.id:A5114414700,1.0,2.0,US
Ricardo Cevallos,https://openalex.org/A5049831467,Ricardo Natael Castillo-Cevallos,https://api.openalex.org/works?filter=author.id:A5049831467,1.0,3.0,EC
Riccardo Di Clemente,https://openalex.org/A5091533231,Riccardo Di Clemente,https://api.openalex.org/works?filter=author.id:A5091533231,12.0,53.0,IT
Riccardo Gallotti,https://openalex.org/A5123968082,Riccardo Gallotti,https://api.openalex.org/works?filter=author.id:A5123968082,0.0,2.0,
Richard Cannon,https://openalex.org/A5011872310,Richard Cannon,https://api.openalex.org/works?filter=author.id:A5011872310,8.0,57.0,GB
Richard Johansson,https://openalex.org/A5079881269,Richard Johansson,https://api.openalex.org/works?filter=author.id:A5079881269,23.0,159.0,
Richard Öhrvall,https://openalex.org/A5045466222,Richard Öhrvall,https://api.openalex.org/works?filter=author.id:A5045466222,12.0,65.0,SE
Robert Fluegge,https://openalex.org/A5085091147,Robert B. Fluegge,https://api.openalex.org/works?filter=author.id:A5085091147,4.0,7.0,US
Robert Helmrich,https://openalex.org/A5036782945,Robert Helmrich,https://api.openalex.org/works?filter=author.id:A5036782945,8.0,52.0,DE
Robert Jankowski,https://openalex.org/A5101619600,Robert Jankowski,https://api.openalex.org/works?filter=author.id:A5101619600,2.0,13.0,
Robert Paluch,https://openalex.org/A5065140311,Robert Paluch,https://api.openalex.org/works?filter=author.id:A5065140311,5.0,14.0,PL
Robert West,https://openalex.org/A5101446790,Robert West,https://api.openalex.org/works?filter=author.id:A5101446790,33.0,319.0,CH
Roberta Sinatra,https://openalex.org/A5056242621,Roberta Sinatra,https://api.openalex.org/works?filter=author.id:A5056242621,30.0,85.0,DK
Roberto Cantillan Carrasco,https://openalex.org/A5023025001,Roberto Cantillan Carrasco,https://api.openalex.org/works?filter=author.id:A5023025001,0.0,1.0,CL
Roberto Gillmore,https://openalex.org/A5030056138,Roberto Gillmore,https://api.openalex.org/works?filter=author.id:A5030056138,1.0,3.0,US
Roberto Ulloa,https://openalex.org/A5035734289,Roberto Ulloa,https://api.openalex.org/works?filter=author.id:A5035734289,13.0,85.0,DE
Robin Forsberg,https://openalex.org/A5120281370,Robin Forsberg,https://api.openalex.org/works?filter=author.id:A5120281370,0.0,2.0,
Robin Na,https://openalex.org/A5058170746,Robin W. Na,https://api.openalex.org/works?filter=author.id:A5058170746,1.0,1.0,
Roger Wattenhofer,https://openalex.org/A5126193863,Roger Wattenhofer,https://api.openalex.org/works?filter=author.id:A5126193863,0.0,2.0,
Rohan Raju,https://openalex.org/A5120361292,Rohan Raju Dhanakshirur,https://api.openalex.org/works?filter=author.id:A5120361292,0.0,1.0,
Roman David Ventzke,,,,,,
Roman Senninger,https://openalex.org/A5067897386,Roman Senninger,https://api.openalex.org/works?filter=author.id:A5067897386,12.0,96.0,DK
Ronald E. Robertson,https://openalex.org/A5073774344,Ronald E. Robertson,https://api.openalex.org/works?filter=author.id:A5073774344,18.0,56.0,US
Rosa Ellen Lavelle-Hill,,,,,,
Rosa M. Navarrete,https://openalex.org/A5010084651,Rosa M. Navarrete,https://api.openalex.org/works?filter=author.id:A5010084651,7.0,21.0,US
Rossana Mastrandrea,https://openalex.org/A5058144931,Rossana Mastrandrea,https://api.openalex.org/works?filter=author.id:A5058144931,13.0,47.0,
Ruben L. Bach,https://openalex.org/A5058847520,Ruben L. Bach,https://api.openalex.org/works?filter=author.id:A5058847520,14.0,67.0,DE
Ruggero Marino Lazzaroni,https://openalex.org/A5120050156,Ruggero Marino Lazzaroni,https://api.openalex.org/works?filter=author.id:A5120050156,0.0,2.0,
Rui Mata,https://openalex.org/A5042234223,Rui Mata,https://api.openalex.org/works?filter=author.id:A5042234223,40.0,179.0,CH
Ruining He,https://openalex.org/A5109587088,Ruining He,https://api.openalex.org/works?filter=author.id:A5109587088,18.0,30.0,
Ruiqing Han,https://openalex.org/A5102896865,Ruiqing Han,https://api.openalex.org/works?filter=author.id:A5102896865,2.0,2.0,GB
Ruiyao Liu,https://openalex.org/A5069356173,Ruiyao Liu,https://api.openalex.org/works?filter=author.id:A5069356173,1.0,2.0,FR
Ruud Luijkx,https://openalex.org/A5074231430,Ruud Luijkx,https://api.openalex.org/works?filter=author.id:A5074231430,30.0,175.0,
Ryan E. Langendorf,https://openalex.org/A5072646992,Ryan E. Langendorf,https://api.openalex.org/works?filter=author.id:A5072646992,8.0,25.0,US
Ryan Whalen,https://openalex.org/A5106786192,Ryan Whalen,https://api.openalex.org/works?filter=author.id:A5106786192,0.0,1.0,
Ryo Adachi,https://openalex.org/A5096898767,Ryo Adachi,https://api.openalex.org/works?filter=author.id:A5096898767,1.0,1.0,JP
Ryo Sasaki,https://openalex.org/A5004066834,Ryo sasaki,https://api.openalex.org/works?filter=author.id:A5004066834,1.0,1.0,JP
Ryo Yokoi,https://openalex.org/A5050859650,Ryo Yokoi,https://api.openalex.org/works?filter=author.id:A5050859650,3.0,17.0,JP
Ryoma Adachi,https://openalex.org/A5040234749,Marcelo Ryoma Adachi,https://api.openalex.org/works?filter=author.id:A5040234749,1.0,1.0,BR
Ryosuke Harakawa,https://openalex.org/A5023942291,Ryosuke Harakawa,https://api.openalex.org/works?filter=author.id:A5023942291,9.0,73.0,JP
Ryosuke Yamanishi,https://openalex.org/A5069311949,Ryosuke Yamanishi,https://api.openalex.org/works?filter=author.id:A5069311949,8.0,121.0,JP
Ryuma Shineha,https://openalex.org/A5028783703,Ryuma Shineha,https://api.openalex.org/works?filter=author.id:A5028783703,9.0,33.0,JP
Sabin Roman,https://openalex.org/A5073010651,Sabin Roman,https://api.openalex.org/works?filter=author.id:A5073010651,8.0,21.0,SI
Sabina J Tomkins,,,,,,
Saeedeh Mohammadi,https://openalex.org/A5124191407,Saeedeh Mohammadi,https://api.openalex.org/works?filter=author.id:A5124191407,0.0,2.0,IE
Saffron O'Neill,https://openalex.org/A5122081497,Saffron O’Neill,https://api.openalex.org/works?filter=author.id:A5122081497,0.0,1.0,GB
Sagar Kumar,https://openalex.org/A5102424436,Sagar Kumar,https://api.openalex.org/works?filter=author.id:A5102424436,6.0,19.0,IN
Salah Zrigui,https://openalex.org/A5022030754,Salah Zrigui,https://api.openalex.org/works?filter=author.id:A5022030754,6.0,25.0,FR
Salsabil Arabi,https://openalex.org/A5005902842,Salsabil Arabi,https://api.openalex.org/works?filter=author.id:A5005902842,3.0,9.0,US
Salsabil Salah,https://openalex.org/A5103805258,Salsabil Salah,https://api.openalex.org/works?filter=author.id:A5103805258,1.0,1.0,
Sam Jeffers,https://openalex.org/A5120484800,Sam Jeffers,https://api.openalex.org/works?filter=author.id:A5120484800,0.0,1.0,
Sam Zhang,https://openalex.org/A5055446394,Sam Zhang,https://api.openalex.org/works?filter=author.id:A5055446394,11.0,28.0,US
Samantha D'Alonzo,https://openalex.org/A5025259559,Samantha D'Alonzo,https://api.openalex.org/works?filter=author.id:A5025259559,3.0,4.0,US
Samantha Dies,https://openalex.org/A5119875923,Samantha Dies,https://api.openalex.org/works?filter=author.id:A5119875923,0.0,4.0,US
Samantha Gold,https://openalex.org/A5019680792,Samantha Gold,https://api.openalex.org/works?filter=author.id:A5019680792,1.0,4.0,
Samantha Vilkins,https://openalex.org/A5052234409,Samantha Vilkins,https://api.openalex.org/works?filter=author.id:A5052234409,5.0,18.0,AU
Samar Haider,https://openalex.org/A5020790791,Samar Haider,https://api.openalex.org/works?filter=author.id:A5020790791,3.0,14.0,US
Sami Alexej Nenno,,,,,,
Samsun Knight,https://openalex.org/A5103911177,Samsun Knight,https://api.openalex.org/works?filter=author.id:A5103911177,3.0,5.0,CA
Samuel Fraiberger,https://openalex.org/A5075585231,Samuel P. Fraiberger,https://api.openalex.org/works?filter=author.id:A5075585231,16.0,54.0,
Samuel Gosling,https://openalex.org/A5077287995,Samuel D. Gosling,https://api.openalex.org/works?filter=author.id:A5077287995,88.0,326.0,US
Samuel Martin-Gutierrez,https://openalex.org/A5067456203,Samuel Martín-Gutíerrez,https://api.openalex.org/works?filter=author.id:A5067456203,7.0,28.0,AT
Samuel Pearson,https://openalex.org/A5050794494,Samuel Pearson,https://api.openalex.org/works?filter=author.id:A5050794494,10.0,29.0,AU
Samuel Z Liu,,,,,,
Samuli Reijula,https://openalex.org/A5098907190,Samuli Reijula,https://api.openalex.org/works?filter=author.id:A5098907190,1.0,6.0,FI
Sanaz Talaifar,https://openalex.org/A5015412041,Sanaz Talaifar,https://api.openalex.org/works?filter=author.id:A5015412041,1.0,7.0,
Sander van Cranenburgh,https://openalex.org/A5049825776,Sander van Cranenburgh,https://api.openalex.org/works?filter=author.id:A5049825776,19.0,112.0,NL
Sandor Juhasz,https://openalex.org/A5013535058,Sándor Juhász,https://api.openalex.org/works?filter=author.id:A5013535058,12.0,90.0,HU
Sandra Babcock,https://openalex.org/A5013712887,Sandra Babcock,https://api.openalex.org/works?filter=author.id:A5013712887,2.0,18.0,US
Sandra Gonzalez-Bailon,https://openalex.org/A5064437896,Sandra González‐Bailón,https://api.openalex.org/works?filter=author.id:A5064437896,31.0,116.0,US
Sandra Jaworeck,https://openalex.org/A5095707597,SANDRA JAWORECK,https://api.openalex.org/works?filter=author.id:A5095707597,1.0,1.0,
Sandrine Lara Chausson,,,,,,
Sandro Ferreira Sousa,https://openalex.org/A5122651491,Sandro Ferreira Sousa,https://api.openalex.org/works?filter=author.id:A5122651491,0.0,2.0,
Sandro Sousa,https://openalex.org/A5122651491,Sandro Ferreira Sousa,https://api.openalex.org/works?filter=author.id:A5122651491,0.0,2.0,
Sang Hoon Lee,https://openalex.org/A5100320179,Sang‐Hoon Lee,https://api.openalex.org/works?filter=author.id:A5100320179,24.0,255.0,KR
Sangmi Kim,https://openalex.org/A5010311977,Sangmi Kim,https://api.openalex.org/works?filter=author.id:A5010311977,17.0,105.0,US
Sangpil Youm,https://openalex.org/A5103305860,Sangpil Youm,https://api.openalex.org/works?filter=author.id:A5103305860,0.0,2.0,US
Sangyeon Kim,https://openalex.org/A5101972123,Sangyeon Kim,https://api.openalex.org/works?filter=author.id:A5101972123,2.0,12.0,
Sanika Damle,,,,,,
Sanja Scepanovic,https://openalex.org/A5031196807,Sanja Šćepanović,https://api.openalex.org/works?filter=author.id:A5031196807,3.0,13.0,
Saphira Rekker,https://openalex.org/A5089310000,Saphira Rekker,https://api.openalex.org/works?filter=author.id:A5089310000,12.0,40.0,AU
Sarah Bohnensteffen,https://openalex.org/A5033342117,Sarah Bohnensteffen,https://api.openalex.org/works?filter=author.id:A5033342117,0.0,1.0,
Sarah Marie Müller,https://openalex.org/A5055906211,Sarah Marie Müller,https://api.openalex.org/works?filter=author.id:A5055906211,1.0,4.0,DE
Sarah McKetta,https://openalex.org/A5045847972,Sarah McKetta,https://api.openalex.org/works?filter=author.id:A5045847972,20.0,65.0,US
Sarah Tell,https://openalex.org/A5092716509,Sarah Tell,https://api.openalex.org/works?filter=author.id:A5092716509,1.0,2.0,
Sarah Williams,https://openalex.org/A5101656348,Sarah Williams,https://api.openalex.org/works?filter=author.id:A5101656348,21.0,174.0,US
Sascha Grehl,https://openalex.org/A5045760597,Sascha Grehl,https://api.openalex.org/works?filter=author.id:A5045760597,3.0,8.0,DE
Sasha Krigel,,,,,,
Sasrah Johnson,,,,,,
Saule Bekova,https://openalex.org/A5122916018,Saule Bekova,https://api.openalex.org/works?filter=author.id:A5122916018,0.0,1.0,
Saumya Bhadani,https://openalex.org/A5089504371,Saumya Bhadani,https://api.openalex.org/works?filter=author.id:A5089504371,5.0,6.0,US
Scott A. Hale,https://openalex.org/A5029882049,Scott A. Hale,https://api.openalex.org/works?filter=author.id:A5029882049,29.0,208.0,GB
Sean Westwood,https://openalex.org/A5005694063,Sean Westwood,https://api.openalex.org/works?filter=author.id:A5005694063,22.0,130.0,US
Sebastian Block,https://openalex.org/A5055404691,Sebastian Block,https://api.openalex.org/works?filter=author.id:A5055404691,5.0,17.0,DE
Sebastian Padó,https://openalex.org/A5003870894,Sebastian Padó,https://api.openalex.org/works?filter=author.id:A5003870894,35.0,222.0,
Sebastian Stier,https://openalex.org/A5040957572,Sebastian Stier,https://api.openalex.org/works?filter=author.id:A5040957572,27.0,118.0,
Sebastian Svegaard,https://openalex.org/A5030630783,Sebastian F. K. Svegaard,https://api.openalex.org/works?filter=author.id:A5030630783,2.0,14.0,AU
Seeun Kim,https://openalex.org/A5121630365,Seeun Kim,https://api.openalex.org/works?filter=author.id:A5121630365,0.0,4.0,KR
Segun Aroyehun,https://openalex.org/A5006658157,Segun Aroyehun,https://api.openalex.org/works?filter=author.id:A5006658157,1.0,4.0,
Selcan Mutgan,https://openalex.org/A5083043810,Selcan Mutgan,https://api.openalex.org/works?filter=author.id:A5083043810,3.0,7.0,SE
Seoul Lee,https://openalex.org/A5122297678,Seoul Lee,https://api.openalex.org/works?filter=author.id:A5122297678,0.0,1.0,
Sepehr Mousavi,https://openalex.org/A5101840596,Sepehr Mousavi,https://api.openalex.org/works?filter=author.id:A5101840596,3.0,10.0,
Sepideh Bazazi,https://openalex.org/A5115057027,Sepideh Bazazi,https://api.openalex.org/works?filter=author.id:A5115057027,1.0,3.0,IE
Sergio E. Zanotto,https://openalex.org/A5095765187,Sergio E. Zanotto,https://api.openalex.org/works?filter=author.id:A5095765187,1.0,5.0,
Seth Frey,https://openalex.org/A5022089542,Seth Frey,https://api.openalex.org/works?filter=author.id:A5022089542,14.0,99.0,US
Seung Hee Lee,https://openalex.org/A5100605186,Seung Hee Lee,https://api.openalex.org/works?filter=author.id:A5100605186,20.0,74.0,US
Seungwoong Ha,https://openalex.org/A5123992661,Seungwoong Ha,https://api.openalex.org/works?filter=author.id:A5123992661,0.0,2.0,
Seura Ha,https://openalex.org/A5115926396,Seura Ha,https://api.openalex.org/works?filter=author.id:A5115926396,0.0,1.0,
Shahan Ali Memon,https://openalex.org/A5088248579,Shahan Ali Memon,https://api.openalex.org/works?filter=author.id:A5088248579,8.0,26.0,AE
Shaily Bhatt,https://openalex.org/A5027388370,Shaily Bhatt,https://api.openalex.org/works?filter=author.id:A5027388370,3.0,8.0,
Shalmoli Ghosh,https://openalex.org/A5123138380,Shalmoli Ghosh,https://api.openalex.org/works?filter=author.id:A5123138380,0.0,2.0,
Shambhobi Bhattacharya,https://openalex.org/A5113373189,Shambhobi Bhattacharya,https://api.openalex.org/works?filter=author.id:A5113373189,0.0,1.0,
Shane Mannion,https://openalex.org/A5040802478,Shane Mannion,https://api.openalex.org/works?filter=author.id:A5040802478,3.0,9.0,IE
Shazia'Ayn Babul,https://openalex.org/A5115860970,Shazia'Ayn Babul,https://api.openalex.org/works?filter=author.id:A5115860970,0.0,1.0,GB
Shehryar Subhani,,,,,,
Shengchun Huang,https://openalex.org/A5028042087,Shengchun Huang,https://api.openalex.org/works?filter=author.id:A5028042087,4.0,6.0,
Shingho Hank Yu,,,,,,
Shiori Hironaka,https://openalex.org/A5083918574,Shiori Hironaka,https://api.openalex.org/works?filter=author.id:A5083918574,4.0,24.0,
Shiva Nadi Najafabadi,https://openalex.org/A5114445221,Shiva Nadi Najafabadi,https://api.openalex.org/works?filter=author.id:A5114445221,1.0,3.0,NL
Shivani Kumar,https://openalex.org/A5102782278,Shivani Kumar,https://api.openalex.org/works?filter=author.id:A5102782278,6.0,35.0,US
Shouji Fujimoto,https://openalex.org/A5078049762,Shouji Fujimoto,https://api.openalex.org/works?filter=author.id:A5078049762,10.0,61.0,JP
Shreya Havaldar,https://openalex.org/A5024378198,Shreya Havaldar,https://api.openalex.org/works?filter=author.id:A5024378198,8.0,32.0,US
Shubham Atreja,https://openalex.org/A5076021360,Shubham Atreja,https://api.openalex.org/works?filter=author.id:A5076021360,9.0,24.0,US
Shuhei Kurizaki,https://openalex.org/A5010677626,Shuhei Kurizaki,https://api.openalex.org/works?filter=author.id:A5010677626,6.0,12.0,JP
Sifeng Chen,https://openalex.org/A5007764638,Sifeng Chen,https://api.openalex.org/works?filter=author.id:A5007764638,1.0,3.0,
Sijia Ma,https://openalex.org/A5076561342,Sijia Ma,https://api.openalex.org/works?filter=author.id:A5076561342,2.0,4.0,NL
Sijia Qian,https://openalex.org/A5075282433,Sijia Qian,https://api.openalex.org/works?filter=author.id:A5075282433,3.0,6.0,US
Silvia De Sojo,https://openalex.org/A5119991515,Silvia de Sojo,https://api.openalex.org/works?filter=author.id:A5119991515,0.0,2.0,
Silvia Giordano,https://openalex.org/A5104091148,Silvia Giordano,https://api.openalex.org/works?filter=author.id:A5104091148,0.0,1.0,
Siming Huang,https://openalex.org/A5076168889,Siming Huang,https://api.openalex.org/works?filter=author.id:A5076168889,4.0,9.0,
Simon S. Woo,https://openalex.org/A5033106393,Simon S. Woo,https://api.openalex.org/works?filter=author.id:A5033106393,25.0,244.0,KR
Simon Walo,https://openalex.org/A5092515835,Simon Walo,https://api.openalex.org/works?filter=author.id:A5092515835,3.0,6.0,CH
Simone Lackner,https://openalex.org/A5029862125,Simone Lackner,https://api.openalex.org/works?filter=author.id:A5029862125,4.0,10.0,
Simone Santoni,https://openalex.org/A5067296366,Simone Santoni,https://api.openalex.org/works?filter=author.id:A5067296366,6.0,32.0,
Sjoerd B. Stolwijk,,,,,,
Sofia M. Wickberg,,,,,,
Soheil Shayegh,https://openalex.org/A5015269440,Soheil Shayegh,https://api.openalex.org/works?filter=author.id:A5015269440,16.0,81.0,IT
Solomon Messing,https://openalex.org/A5069884896,Solomon Messing,https://api.openalex.org/works?filter=author.id:A5069884896,22.0,114.0,US
Sonia Yeh,https://openalex.org/A5029945844,Sonia Yeh,https://api.openalex.org/works?filter=author.id:A5029945844,42.0,224.0,GB
Sophia Horn,https://openalex.org/A5103449564,Sophia S. Horn,https://api.openalex.org/works?filter=author.id:A5103449564,2.0,2.0,US
Soroush Vosoughi,https://openalex.org/A5035399743,Soroush Vosoughi,https://api.openalex.org/works?filter=author.id:A5035399743,23.0,212.0,US
Sou Hyun Jang,https://openalex.org/A5002073039,Sou Hyun Jang,https://api.openalex.org/works?filter=author.id:A5002073039,13.0,82.0,KR
Srebrenka Letina,https://openalex.org/A5011970474,Srebrenka Letina,https://api.openalex.org/works?filter=author.id:A5011970474,9.0,63.0,IE
Stanisław Stępień,https://openalex.org/A5122319731,Stanisław Stępień,https://api.openalex.org/works?filter=author.id:A5122319731,0.0,2.0,
Stanley Huang,https://openalex.org/A5025768021,Huang Stanley,https://api.openalex.org/works?filter=author.id:A5025768021,0.0,1.0,
Stefan Herzog,https://openalex.org/A5124290768,Stefan Herzog,https://api.openalex.org/works?filter=author.id:A5124290768,0.0,1.0,
Stefan Kitzler,https://openalex.org/A5034863610,Stefan Kitzler,https://api.openalex.org/works?filter=author.id:A5034863610,4.0,20.0,AT
Stefano Balietti,https://openalex.org/A5066048702,Stefano Balietti,https://api.openalex.org/works?filter=author.id:A5066048702,14.0,45.0,DE
Stefano Palminteri,https://openalex.org/A5028199267,Stefano Palminteri,https://api.openalex.org/works?filter=author.id:A5028199267,37.0,191.0,FR
Stein Jongerius,https://openalex.org/A5121408150,Stein Jongerius,https://api.openalex.org/works?filter=author.id:A5121408150,0.0,1.0,
Stephan Lewandowsky,https://openalex.org/A5109488305,Stephan Lewandowsky,https://api.openalex.org/works?filter=author.id:A5109488305,1.0,28.0,DE
Stephanie Wang,https://openalex.org/A5050477887,Stephanie W. Wang,https://api.openalex.org/works?filter=author.id:A5050477887,11.0,29.0,MO
Steven R Wilson,https://openalex.org/A5074410906,Steven R. Wilson,https://api.openalex.org/works?filter=author.id:A5074410906,3.0,7.0,US
Subhayan Mukerjee,https://openalex.org/A5067134501,Subhayan Mukerjee,https://api.openalex.org/works?filter=author.id:A5067134501,9.0,34.0,SG
Sune Lehmann,https://openalex.org/A5122572401,Sune Lehmann,https://api.openalex.org/works?filter=author.id:A5122572401,0.0,1.0,
Sungkyu Park,https://openalex.org/A5020036844,Sungkyu Park,https://api.openalex.org/works?filter=author.id:A5020036844,18.0,83.0,KR
Sungkyu Shaun Park,,,,,,
Susan Athey,https://openalex.org/A5001211242,Susan Athey,https://api.openalex.org/works?filter=author.id:A5001211242,62.0,370.0,
Sushrita Rakshit,https://openalex.org/A5099137399,Sushrita Rakshit,https://api.openalex.org/works?filter=author.id:A5099137399,1.0,5.0,
Susumu Nagayama,https://openalex.org/A5079229807,Susumu Nagayama,https://api.openalex.org/works?filter=author.id:A5079229807,3.0,9.0,JP
Sven Banisch,https://openalex.org/A5067907907,Sven Banisch,https://api.openalex.org/works?filter=author.id:A5067907907,12.0,76.0,
Swapneel S Mehta,https://openalex.org/A5113057237,Swapneel S Mehta,https://api.openalex.org/works?filter=author.id:A5113057237,0.0,1.0,
Syeda Gulnoor Zahra,,,,,,
Szilvia Rudas,https://openalex.org/A5113279801,Szilvia Rudas,https://api.openalex.org/works?filter=author.id:A5113279801,2.0,4.0,HU
Szymon Talaga,https://openalex.org/A5031702282,Szymon Talaga,https://api.openalex.org/works?filter=author.id:A5031702282,6.0,24.0,PL
Tabia Tanzin Prama,https://openalex.org/A5116052395,Tabia Tanzin Prama,https://api.openalex.org/works?filter=author.id:A5116052395,1.0,4.0,BD
Taegyoon Kim,https://openalex.org/A5074892972,Taegyoon Kim,https://api.openalex.org/works?filter=author.id:A5074892972,0.0,4.0,KR
Taehee Kim,https://openalex.org/A5100369148,Taehee Kim,https://api.openalex.org/works?filter=author.id:A5100369148,5.0,46.0,
Taesung Hwang,https://openalex.org/A5000072903,Taesung Hwang,https://api.openalex.org/works?filter=author.id:A5000072903,8.0,25.0,KR
Taha Yasseri,https://openalex.org/A5122570903,Taha Yasseri,https://api.openalex.org/works?filter=author.id:A5122570903,0.0,1.0,
Tahmineh Godazgar,https://openalex.org/A5004333240,Tahmineh Godazgar,https://api.openalex.org/works?filter=author.id:A5004333240,1.0,1.0,IR
Taichi Murayama,https://openalex.org/A5008840028,Taichi Murayama,https://api.openalex.org/works?filter=author.id:A5008840028,6.0,50.0,JP
Takahiro Yabe,https://openalex.org/A5125609619,Takahiro Yabe,https://api.openalex.org/works?filter=author.id:A5125609619,0.0,1.0,
Takayuki Mizuno,https://openalex.org/A5082381536,Mizuno Takayuki,https://api.openalex.org/works?filter=author.id:A5082381536,1.0,9.0,JP
Tal August,https://openalex.org/A5116368187,Tal August,https://api.openalex.org/works?filter=author.id:A5116368187,0.0,2.0,US
Talayeh Aledavood,https://openalex.org/A5003213649,Talayeh Aledavood,https://api.openalex.org/works?filter=author.id:A5003213649,16.0,62.0,FI
Tamara N. Rayan,https://openalex.org/A5116019669,Tamara N. Rayan,https://api.openalex.org/works?filter=author.id:A5116019669,0.0,1.0,
Tanise Ceron,https://openalex.org/A5057586513,Tanise Ceron,https://api.openalex.org/works?filter=author.id:A5057586513,3.0,13.0,DE
Tara Sowrirajan,https://openalex.org/A5106786191,Tara Sowrirajan,https://api.openalex.org/works?filter=author.id:A5106786191,0.0,1.0,
Tarak Shah,https://openalex.org/A5098955606,Tarak Shah,https://api.openalex.org/works?filter=author.id:A5098955606,1.0,1.0,CA
Tariq Choucair,https://openalex.org/A5043435281,Tariq Choucair,https://api.openalex.org/works?filter=author.id:A5043435281,4.0,34.0,AU
Tasuku Igarashi,https://openalex.org/A5125244820,Tasuku Igarashi,https://api.openalex.org/works?filter=author.id:A5125244820,0.0,1.0,
Thabo J van Woudenberg,https://openalex.org/A5004164861,Thabo J. van Woudenberg,https://api.openalex.org/works?filter=author.id:A5004164861,13.0,51.0,
Theresa Kuchler,https://openalex.org/A5006578976,Theresa Kuchler,https://api.openalex.org/works?filter=author.id:A5006578976,31.0,97.0,US
Thiemo Fetzer,https://openalex.org/A5034565938,Thiemo Fetzer,https://api.openalex.org/works?filter=author.id:A5034565938,24.0,346.0,DE
Thijs Carrière,https://openalex.org/A5093064100,Thijs Cornelis Carrière,https://api.openalex.org/works?filter=author.id:A5093064100,3.0,8.0,NL
Thomas Chesney,https://openalex.org/A5119207292,Thomas Chesney,https://api.openalex.org/works?filter=author.id:A5119207292,0.0,1.0,
Thomas Costello,https://openalex.org/A5119512745,Thomas Costello,https://api.openalex.org/works?filter=author.id:A5119512745,0.0,1.0,
Thomas F. Eisenmann,https://openalex.org/A5116004341,Thomas F. Eisenmann,https://api.openalex.org/works?filter=author.id:A5116004341,1.0,1.0,
Thomas H. Li,https://openalex.org/A5038624848,Thomas H. Li,https://api.openalex.org/works?filter=author.id:A5038624848,1.0,4.0,
Thomas Li,https://openalex.org/A5030770268,Thomas Li,https://api.openalex.org/works?filter=author.id:A5030770268,4.0,5.0,CA
Thomas Robiglio,https://openalex.org/A5119897582,Thomas Robiglio,https://api.openalex.org/works?filter=author.id:A5119897582,0.0,1.0,
Thorsten Piske,https://openalex.org/A5027925493,Thorsten Piske,https://api.openalex.org/works?filter=author.id:A5027925493,11.0,48.0,
Théophile Lenoir,https://openalex.org/A5125357718,Théophile Lenoir,https://api.openalex.org/works?filter=author.id:A5125357718,0.0,1.0,
Tiago Oliveira Cunha,https://openalex.org/A5000454719,Tiago Oliveira Cunha,https://api.openalex.org/works?filter=author.id:A5000454719,5.0,16.0,DK
Tiago P. Peixoto,https://openalex.org/A5022414084,Tiago P. Peixoto,https://api.openalex.org/works?filter=author.id:A5022414084,26.0,82.0,AT
Tian Yang,https://openalex.org/A5102739968,Tian Yang,https://api.openalex.org/works?filter=author.id:A5102739968,19.0,91.0,NL
Tianyi Zhang,https://openalex.org/A5100437453,Tianyi Zhang,https://api.openalex.org/works?filter=author.id:A5100437453,22.0,133.0,US
Tijana Zrnic,https://openalex.org/A5117865076,Tijana Zrnic,https://api.openalex.org/works?filter=author.id:A5117865076,1.0,1.0,US
Tim Faverjon,https://openalex.org/A5125359698,Tim Faverjon,https://api.openalex.org/works?filter=author.id:A5125359698,0.0,1.0,
Timo Damm,https://openalex.org/A5092344259,Timo Damm,https://api.openalex.org/works?filter=author.id:A5092344259,0.0,3.0,AT
Timo Koch,https://openalex.org/A5108113537,Timo Kevin Koch,https://api.openalex.org/works?filter=author.id:A5108113537,3.0,17.0,NO
Timon Drewes,https://openalex.org/A5095737580,Timon K. Drewes,https://api.openalex.org/works?filter=author.id:A5095737580,1.0,1.0,DE
Timothy Dörr,https://openalex.org/A5055160277,Timothy G. Dorr,https://api.openalex.org/works?filter=author.id:A5055160277,3.0,10.0,US
Timur Naushirvanov,https://openalex.org/A5079790816,Timur Naushirvanov,https://api.openalex.org/works?filter=author.id:A5079790816,2.0,6.0,AT
Tina Eliassi-Rad,https://openalex.org/A5123679376,Tina Eliassi-Rad,https://api.openalex.org/works?filter=author.id:A5123679376,0.0,1.0,US
Tina Law,https://openalex.org/A5003680815,Tina Law,https://api.openalex.org/works?filter=author.id:A5003680815,6.0,23.0,AU
Tiziano Piccardi,https://openalex.org/A5071586190,Tiziano Piccardi,https://api.openalex.org/works?filter=author.id:A5071586190,10.0,65.0,US
Tobias Dalberg,https://openalex.org/A5070635389,Tobias Dalberg,https://api.openalex.org/works?filter=author.id:A5070635389,5.0,28.0,SE
Tobias Stark,https://openalex.org/A5000979874,Tobias Stark,https://api.openalex.org/works?filter=author.id:A5000979874,21.0,139.0,NL
Tobias Werner,https://openalex.org/A5087030720,Tobias Werner,https://api.openalex.org/works?filter=author.id:A5087030720,2.0,10.0,DE
Toby Stuart,https://openalex.org/A5032016061,Toby E. Stuart,https://api.openalex.org/works?filter=author.id:A5032016061,44.0,111.0,
